Respondent_ID,Persona_Label,Is_Outlier,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Occupation,Q5_Monthly_Income,Q6_Shopping_Frequency,Q7_Platforms_Used,Q8_Avg_Order_Spend,Q9_Key_Purchase_Factor,Q10_Returns_Frequency,Q11_Product_Categories,Q12_Colour_Preferences,Q13_Occasions,Q14_Style_Personality,Q15_Ethnic_Wear,Q16_Bundle_Preferences,Q17_Price_Sensitivity,Q18_Social_Platform,Q19_D2C_Purchase_Hist,Q20_Sustainability_Pay,Q21_Ideal_Monthly_Budget,Q21_Budget_Numeric_INR,Q22_Digital_Trust_Score,Q23_Influencer_Purchase,Q24_Market_Gap_Perception,Q25_Purchase_Intent_Raw,Q25_Purchase_Intent_Label
R1153,ProfessionalWoman,False,35–44,Female,Metro,Salaried – Private,"₹75,000–₹1.5L",Occasionally,Myntra|Meesho|Brand website|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Trendy designs,Sometimes,T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers,Neutrals|Pastels|Dark tones,Office/Work|Dates/Parties|Festivals|Gym/Workout|Work-from-home,Minimalist,No – western only,,3.0,Pinterest,Yes,,"₹5,000–₹10,000",6870.0,5.0,Yes – once or twice,Low fabric quality|Designs not India-appropriate,,Neutral
R1154,TrendyUrban,False,35–44,Male,Tier-1,Salaried – Private,"₹40,000–₹75,000",Rarely,Myntra|Ajio|Instagram/Social,"₹1,000–₹2,500",Brand trust|Trendy designs,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers,Neutrals|Bold/Bright|Dark tones,Casual outings|Festivals|Travel|Gym/Workout,Sporty/Athleisure,I buy both equally,3 basics for ₹999|Seasonal wardrobe kit,2.0,YouTube,No,Haven't thought,"₹2,500–₹5,000",3050.0,4.0,Yes – many times,Poor size range|Low fabric quality,Somewhat likely,Interested
R1155,ProfessionalWoman,False,45–54,Female,Metro,Self-employed,"₹40,000–₹75,000",Frequently,Ajio|Amazon|Flipkart,"₹500–₹1,000",Brand trust|Easy returns,Rarely,Tops/Blouses|Dresses|Jackets/Blazers|Shorts/Skirts,Neutrals|Pastels|Dark tones,Office/Work|Dates/Parties|Festivals,Minimalist,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|Seasonal wardrobe kit,1.0,Instagram,Yes,No – price matters,"₹1,000–₹2,500",2230.0,2.0,No – but tempted,Poor size range|Low fabric quality,Very likely,Interested
R1156,TrendyUrban,False,18–24,Male,Tier-1,Salaried – Private,"₹40,000–₹75,000",Very frequently,Myntra|Amazon|Meesho|Instagram/Social|None,"₹2,500–₹5,000",Trendy designs|Easy returns,Rarely,T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers|Ethnic-Western Fusion,Prints & Patterns|Earth tones,Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Trendy/Street style,I buy both equally,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,1.0,Instagram,Yes,Maybe – if quality is great,"₹2,500–₹5,000",4290.0,4.0,Yes – many times,Poor size range|Low fabric quality,Very likely,Interested
R1157,TrendyUrban,False,25–34,Female,Tier-2,Self-employed,"₹40,000–₹75,000",Frequently,Myntra|Ajio|Meesho|Instagram/Social,"₹500–₹1,000",Price/Discounts|Brand trust,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Ethnic-Western Fusion,Neutrals|Bold/Bright|Dark tones,Casual outings|Dates/Parties|Festivals|Gym/Workout,Minimalist,Yes – occasionally,3 basics for ₹999|Curated outfit box,4.0,YouTube,Not aware,Maybe – if quality is great,"₹1,000–₹2,500",1550.0,5.0,Yes – many times,Low fabric quality,,Interested
R1158,TrendyUrban,False,35–44,Female,Tier-2,Salaried – Govt.,"₹40,000–₹75,000",Very frequently,Myntra|Ajio|Amazon|Flipkart|Brand website|Instagram/Social,"₹1,000–₹2,500",Brand trust|Fabric quality,Rarely,Jeans/Denim|Tops/Blouses|Dresses|Co-ord sets|Shorts/Skirts,Neutrals|Bold/Bright|Dark tones,Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Trendy/Street style,Yes – regularly,Curated outfit box|Ethnic+western bundle,3.0,Pinterest,Yes,Maybe – if quality is great,"₹2,500–₹5,000",4940.0,4.0,Yes – many times,Poor size range|High prices,Very likely,Interested
R1159,HousewifeTier2,False,35–44,Female,Tier-2,Self-employed,"₹20,000–₹40,000",Occasionally,Flipkart|Meesho,"₹1,000–₹2,500",Price/Discounts|Fast delivery,Sometimes,Jackets/Blazers|Shorts/Skirts,Neutrals|Bold/Bright|Earth tones,Casual outings|Dates/Parties|Festivals|Work-from-home,Ethnic-Western Fusion,Yes – occasionally,3 basics for ₹999,4.0,WhatsApp/Friends,No,Haven't thought,"₹500–₹1,000",920.0,2.0,Yes – once or twice,Low fabric quality|Designs not India-appropriate,Somewhat likely,Interested
R1160,BudgetStudent,False,18–24,Female,Metro,,"₹20,000–₹40,000",Occasionally,Myntra|Amazon|Flipkart|Meesho,Below ₹500,Trendy designs,Sometimes,Jeans/Denim|T-shirts|Tops/Blouses,Prints & Patterns,College/Campus|Casual outings|Travel,Trendy/Street style,Yes – occasionally,Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Seasonal wardrobe kit,2.0,Instagram,Yes,Haven't thought,"₹2,500–₹5,000",3580.0,,No – never,Limited ethnic-fusion|High prices,Very likely,Interested
R1161,TrendyUrban,False,25–34,Female,Tier-1,Salaried – Private,"₹75,000–₹1.5L",Frequently,Myntra|Ajio|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Trendy designs,Sometimes,T-shirts|Tops/Blouses|Co-ord sets|Jackets/Blazers|Activewear,Pastels|Bold/Bright,Casual outings|Dates/Parties|Work-from-home,Ethnic-Western Fusion,Yes – occasionally,Co-ord set+Accessories,5.0,Pinterest,Yes,Haven't thought,"₹1,000–₹2,500",1030.0,4.0,No – but tempted,Designs not India-appropriate,Neutral,Neutral
R1162,TrendyUrban,False,25–34,Female,Metro,Salaried – Private,"₹40,000–₹75,000",Very frequently,Myntra|Meesho|Instagram/Social,"₹1,000–₹2,500",Brand trust|Trendy designs,Sometimes,Dresses|Jackets/Blazers,Pastels|Bold/Bright|Prints & Patterns,Casual outings|Dates/Parties|Festivals|Travel,Classic/Formal,I buy both equally,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Seasonal wardrobe kit,4.0,Instagram,Yes,Definitely yes,"₹5,000–₹10,000",9750.0,4.0,No – but tempted,Poor size range|Low fabric quality,Somewhat likely,Interested
R1163,ProfessionalWoman,False,35–44,Female,Tier-2,Salaried – Private,Above ₹1.5L,Occasionally,Ajio|Flipkart|Instagram/Social,"₹500–₹1,000",Price/Discounts|Brand trust,Rarely,Jeans/Denim|Co-ord sets|Shorts/Skirts,Neutrals|Dark tones|Prints & Patterns,Office/Work|Casual outings|Festivals|Travel|Work-from-home,Classic/Formal,Yes – regularly,Top+Bottom combo,3.0,WhatsApp/Friends,,Definitely yes,"₹5,000–₹10,000",6140.0,4.0,No – never,Poor size range|Low fabric quality,Unlikely,Not Interested
R1164,TrendyUrban,False,18–24,Female,Tier-1,Salaried – Private,"₹40,000–₹75,000",Occasionally,Ajio|Amazon|Brand website|Instagram/Social,"₹1,000–₹2,500",Trendy designs,Often,Jeans/Denim|Tops/Blouses|Dresses|Co-ord sets|Shorts/Skirts,Neutrals|Dark tones|Prints & Patterns,College/Campus|Office/Work|Casual outings|Dates/Parties|Festivals,,Yes – occasionally,3 basics for ₹999|Curated outfit box|Seasonal wardrobe kit,3.0,Instagram,Yes,No – price matters,"₹1,000–₹2,500",1270.0,4.0,Yes – once or twice,Designs not India-appropriate|Limited ethnic-fusion,Very likely,Interested
R1165,ProfessionalWoman,False,35–44,Female,Metro,Salaried – Private,"₹40,000–₹75,000",Frequently,Flipkart|Brand website|Instagram/Social,"₹500–₹1,000",Brand trust|Fast delivery,Sometimes,Jeans/Denim|Tops/Blouses|Dresses|Jackets/Blazers|Ethnic-Western Fusion,Neutrals|Dark tones|Prints & Patterns,Dates/Parties|Travel|Gym/Workout,Classic/Formal,Yes – regularly,Co-ord set+Accessories|Curated outfit box|Ethnic+western bundle,3.0,YouTube,No,Maybe – if quality is great,"Above ₹10,000",13550.0,5.0,No – but tempted,Low fabric quality|Limited ethnic-fusion,Very likely,Interested
R1166,BudgetStudent,False,18–24,Female,Tier-2,Self-employed,"₹20,000–₹40,000",Rarely,Ajio|Flipkart|Meesho|Instagram/Social,Below ₹500,Price/Discounts|Trendy designs,Rarely,Jeans/Denim|Tops/Blouses|Co-ord sets|Jackets/Blazers,Pastels|Bold/Bright|Dark tones,College/Campus|Casual outings|Travel,Sporty/Athleisure,Yes – occasionally,Co-ord set+Accessories|3 basics for ₹999|Ethnic+western bundle,1.0,Instagram,Yes,Maybe – if quality is great,"₹2,500–₹5,000",5040.0,2.0,Yes – once or twice,Poor size range|Limited ethnic-fusion,Very likely,Interested
R1167,TrendyUrban,False,18–24,Female,Tier-2,Salaried – Private,"₹40,000–₹75,000",Frequently,Myntra,"₹1,000–₹2,500",Trendy designs|Easy returns,Often,Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers|Activewear|Ethnic-Western Fusion,Neutrals|Pastels|Bold/Bright,Casual outings|Travel|Work-from-home,Trendy/Street style,No – western only,Top+Bottom combo|Co-ord set+Accessories,4.0,Instagram,Yes,Maybe – if quality is great,"₹2,500–₹5,000",4480.0,4.0,Yes – many times,Poor size range|Low fabric quality,Very likely,Interested
R1168,ProfessionalWoman,False,25–34,Female,Metro,Salaried – Private,"₹40,000–₹75,000",Occasionally,Myntra|Brand website|Instagram/Social,"₹2,500–₹5,000",Brand trust|Fabric quality,Rarely,Jeans/Denim|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers,Neutrals|Prints & Patterns|Earth tones,Office/Work|Travel,Minimalist,Yes – regularly,Co-ord set+Accessories|Curated outfit box|Seasonal wardrobe kit,3.0,WhatsApp/Friends,No,Definitely yes,"₹5,000–₹10,000",8050.0,3.0,No – but tempted,Poor size range|Low fabric quality,Neutral,Neutral
R1169,BudgetStudent,False,18–24,Female,Tier-1,Student,"₹20,000–₹40,000",Occasionally,Myntra|Ajio|Meesho|Instagram/Social,"₹2,500–₹5,000",Easy returns,Sometimes,T-shirts|Tops/Blouses,Pastels|Dark tones|Prints & Patterns,College/Campus|Dates/Parties|Travel,Trendy/Street style,Yes – regularly,,4.0,Instagram,Not aware,No – price matters,"₹2,500–₹5,000",4070.0,4.0,Yes – once or twice,Poor returns/service,Somewhat likely,Interested
R1170,TrendyUrban,False,35–44,Male,Tier-2,Salaried – Private,"₹20,000–₹40,000",Occasionally,Myntra|Amazon|Brand website|Instagram/Social,"₹500–₹1,000",Price/Discounts|Brand trust,Sometimes,Jeans/Denim|Co-ord sets|Ethnic-Western Fusion,Dark tones|Prints & Patterns,Office/Work|Casual outings|Dates/Parties,Boho/Free-spirited,No – western only,Top+Bottom combo|Co-ord set+Accessories|Ethnic+western bundle,,Instagram,Not aware,Maybe – if quality is great,,4200.0,4.0,No – but tempted,Low fabric quality|Designs not India-appropriate,Very likely,Interested
R1171,BudgetStudent,False,18–24,Male,Tier-3 / Rural,Salaried – Private,"Below ₹20,000",Occasionally,Myntra|Meesho|None,"₹2,500–₹5,000",Price/Discounts|Trendy designs,Rarely,Jeans/Denim|T-shirts,Bold/Bright|Dark tones|Prints & Patterns,College/Campus|Festivals|Travel|Gym/Workout,Minimalist,Yes – occasionally,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,2.0,YouTube,Yes,Maybe – if quality is great,₹0,60.0,1.0,,Poor size range|Designs not India-appropriate,Somewhat likely,Interested
R1172,BudgetStudent,False,18–24,Female,Tier-1,Student,"₹20,000–₹40,000",Rarely,Myntra|Amazon|Flipkart|Instagram/Social,"₹500–₹1,000",Price/Discounts|Brand trust,Rarely,T-shirts|Co-ord sets,Bold/Bright|Prints & Patterns|Earth tones,College/Campus|Casual outings|Festivals|Gym/Workout,Ethnic-Western Fusion,No – western only,3 basics for ₹999|Curated outfit box|Seasonal wardrobe kit,1.0,YouTube,Not aware,Maybe – if quality is great,"₹500–₹1,000",800.0,4.0,Yes – many times,Poor size range|Low fabric quality,Definitely not,Not Interested
R1173,TrendyUrban,False,25–34,Female,Tier-2,Salaried – Private,"₹75,000–₹1.5L",Very frequently,Myntra|Ajio|Flipkart|Meesho|Brand website|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Brand trust,Rarely,Jeans/Denim|Co-ord sets,Neutrals|Dark tones|Prints & Patterns,Casual outings|Travel,Trendy/Street style,No – western only,Top+Bottom combo|Curated outfit box|Ethnic+western bundle|Seasonal wardrobe kit,1.0,Instagram,No,Haven't thought,"₹1,000–₹2,500",1780.0,5.0,Yes – once or twice,Designs not India-appropriate,Very likely,Interested
R1174,TrendyUrban,False,25–34,Male,Tier-1,Salaried – Private,"₹75,000–₹1.5L",Frequently,Myntra|Ajio|Amazon|Flipkart,"₹2,500–₹5,000",Trendy designs,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Dresses|Co-ord sets|Jackets/Blazers,Neutrals|Bold/Bright|Dark tones,Office/Work|Casual outings|Dates/Parties|Festivals|Travel,Classic/Formal,No – western only,,3.0,Instagram,Yes,Haven't thought,"₹2,500–₹5,000",3720.0,1.0,Yes – once or twice,Poor size range|Designs not India-appropriate,Very likely,Interested
R1175,BudgetStudent,False,Under 18,Female,Metro,Student,"₹20,000–₹40,000",Rarely,Myntra|Amazon|Meesho|Instagram/Social|None,"₹500–₹1,000",Price/Discounts|Fabric quality,Rarely,Jeans/Denim|T-shirts|Activewear,Bold/Bright|Prints & Patterns,College/Campus|Dates/Parties|Travel|Gym/Workout,Trendy/Street style,,Co-ord set+Accessories|3 basics for ₹999|Curated outfit box,2.0,YouTube,Yes,No – price matters,"₹500–₹1,000",620.0,3.0,Yes – many times,Low fabric quality|Designs not India-appropriate,Unlikely,Not Interested
R1176,ProfessionalWoman,False,35–44,Female,Tier-2,Salaried – Private,"Below ₹20,000",Frequently,Myntra|Amazon|Instagram/Social,,Price/Discounts|Fabric quality,Sometimes,Jeans/Denim|Dresses|Co-ord sets|Activewear|Ethnic-Western Fusion,Bold/Bright|Dark tones,Office/Work|Dates/Parties|Work-from-home,Minimalist,I buy both equally,,3.0,WhatsApp/Friends,Yes,,"₹2,500–₹5,000",3600.0,5.0,Yes – once or twice,Limited ethnic-fusion|Poor returns/service,Somewhat likely,Interested
R1177,BudgetStudent,True,Under 18,Male,Tier-2,Salaried – Private,"₹20,000–₹40,000",Frequently,Myntra|Amazon|Flipkart|Meesho,"₹500–₹1,000",Fabric quality|Trendy designs,Rarely,Jeans/Denim|T-shirts|Jackets/Blazers,Bold/Bright|Dark tones|Prints & Patterns,College/Campus|Dates/Parties|Festivals,Boho/Free-spirited,Yes – occasionally,3 basics for ₹999,5.0,Instagram,Yes,Haven't thought,₹0,500.0,5.0,Yes – many times,Designs not India-appropriate|High prices,Somewhat likely,Interested
R1178,TrendyUrban,True,18–24,Female,Metro,Self-employed,"₹40,000–₹75,000",Occasionally,Myntra|Ajio|Amazon|Flipkart|Meesho,"₹1,000–₹2,500",Price/Discounts|Trendy designs,Sometimes,Jeans/Denim|Dresses|Ethnic-Western Fusion,Pastels|Earth tones,Office/Work|Casual outings|Dates/Parties|Festivals|Travel|Work-from-home,Trendy/Street style,Yes – occasionally,Top+Bottom combo|Co-ord set+Accessories|Curated outfit box,1.0,Instagram,Yes,Haven't thought,"₹2,500–₹5,000",15000.0,5.0,Yes – once or twice,Designs not India-appropriate|Poor returns/service,Very likely,Interested
R1179,ProfessionalWoman,False,35–44,Female,Metro,Salaried – Private,Above ₹1.5L,Never,Myntra|Amazon,"₹1,000–₹2,500",Brand trust|Fabric quality,Rarely,Jeans/Denim|T-shirts|Tops/Blouses|Co-ord sets|Activewear|Ethnic-Western Fusion,Neutrals|Pastels|Bold/Bright,Office/Work|Casual outings|Dates/Parties|Festivals|Travel,Minimalist,I buy both equally,Co-ord set+Accessories|Seasonal wardrobe kit,4.0,YouTube,Yes,No – price matters,"₹2,500–₹5,000",3230.0,4.0,No – but tempted,Low fabric quality|High prices,Neutral,Neutral
R1180,TrendyUrban,True,18–24,Male,Tier-3 / Rural,Salaried – Private,Above ₹1.5L,Very frequently,Flipkart|Instagram/Social,"₹1,000–₹2,500",Price/Discounts|Trendy designs,,Tops/Blouses|Dresses,Dark tones|Earth tones,Office/Work|Casual outings|Dates/Parties|Travel|Gym/Workout,Classic/Formal,No – western only,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999,5.0,Pinterest,Yes,Definitely yes,"₹5,000–₹10,000",,5.0,Yes – many times,Poor size range|Designs not India-appropriate,Somewhat likely,Interested
R1181,HousewifeTier2,False,45–54,Female,Tier-2,Homemaker,"Below ₹20,000",Occasionally,Amazon|Meesho,"₹500–₹1,000",Brand trust|Fabric quality,Never,T-shirts|Tops/Blouses|Dresses|Ethnic-Western Fusion,Neutrals|Bold/Bright|Dark tones,Office/Work|Dates/Parties,Trendy/Street style,Yes – occasionally,Top+Bottom combo|Ethnic+western bundle,3.0,Instagram,Not aware,Maybe – if quality is great,"₹2,500–₹5,000",3850.0,,Yes – once or twice,Poor size range|Low fabric quality,Somewhat likely,
R1182,HousewifeTier2,False,35–44,Female,Tier-3 / Rural,Homemaker,"₹40,000–₹75,000",Rarely,Ajio|Amazon|Flipkart|Meesho,"₹1,000–₹2,500",Price/Discounts|Fabric quality,Never,,Pastels,Casual outings|Festivals|Travel,Trendy/Street style,I buy both equally,Co-ord set+Accessories|Ethnic+western bundle,,YouTube,Not aware,No – price matters,"₹500–₹1,000",990.0,2.0,No – never,Low fabric quality|Designs not India-appropriate,Somewhat likely,Interested
R1183,BudgetStudent,False,18–24,Male,Tier-3 / Rural,Student,Above ₹1.5L,Occasionally,Flipkart|Meesho|Instagram/Social,Below ₹500,Price/Discounts|Trendy designs,Very often,Jeans/Denim|T-shirts|Dresses|Shorts/Skirts|Activewear,Pastels|Bold/Bright|Prints & Patterns,College/Campus|Casual outings|Dates/Parties|Travel,Sporty/Athleisure,No – western only,Top+Bottom combo|3 basics for ₹999,3.0,WhatsApp/Friends,Not aware,No – price matters,"₹500–₹1,000",910.0,5.0,No – but tempted,Designs not India-appropriate|Limited ethnic-fusion,Neutral,Neutral
R1184,HousewifeTier2,False,45–54,Female,Tier-1,Homemaker,"₹40,000–₹75,000",Never,Ajio|Flipkart|None,"₹1,000–₹2,500",Fabric quality,Rarely,T-shirts,Bold/Bright,Festivals|Travel,Boho/Free-spirited,Yes – regularly,3 basics for ₹999|Ethnic+western bundle|Seasonal wardrobe kit,2.0,Instagram,Not aware,No – price matters,"₹1,000–₹2,500",1290.0,2.0,No – but tempted,Low fabric quality|Designs not India-appropriate,Unlikely,Not Interested
R1185,BudgetStudent,False,Under 18,Female,Tier-2,Student,"Below ₹20,000",Frequently,Flipkart|Meesho|Instagram/Social,"₹500–₹1,000",Price/Discounts|Fabric quality,Sometimes,T-shirts|Tops/Blouses|Dresses|Co-ord sets,Bold/Bright|Dark tones|Prints & Patterns,College/Campus|Dates/Parties|Gym/Workout|Work-from-home,Boho/Free-spirited,No – western only,Top+Bottom combo|Co-ord set+Accessories|3 basics for ₹999,3.0,YouTube,Yes,No – price matters,"₹1,000–₹2,500",1460.0,5.0,Yes – many times,High prices,Somewhat likely,
R1186,BudgetStudent,False,18–24,Female,Tier-2,Student,"Below ₹20,000",Rarely,Myntra|Amazon|Flipkart|Meesho|Instagram/Social,"₹500–₹1,000",Price/Discounts|Brand trust,Sometimes,T-shirts|Jackets/Blazers|Shorts/Skirts|Activewear|Ethnic-Western Fusion,Pastels|Bold/Bright|Dark tones,College/Campus|Casual outings|Festivals|Gym/Workout|Work-from-home,Trendy/Street style,Yes – regularly,3 basics for ₹999,1.0,Instagram,No,No – price matters,₹0,80.0,1.0,No – but tempted,Poor size range|Limited ethnic-fusion,Somewhat likely,Interested
R1187,PremiumShopper,False,25–34,Female,Metro,Freelancer,"₹40,000–₹75,000",Frequently,Myntra|Amazon|Instagram/Social,"Above ₹5,000",Fabric quality|Trendy designs,Sometimes,T-shirts|Dresses|Co-ord sets|Activewear,,Office/Work|Casual outings|Festivals|Travel|Gym/Workout|Work-from-home,Classic/Formal,Yes – occasionally,Curated outfit box|Seasonal wardrobe kit,5.0,Pinterest,Yes,Maybe – if quality is great,"₹5,000–₹10,000",6540.0,3.0,Yes – many times,Poor size range|Low fabric quality,Somewhat likely,Interested
R1188,HousewifeTier2,False,55+,Female,Tier-2,Homemaker,"₹40,000–₹75,000",Never,Flipkart|Meesho|None,"₹1,000–₹2,500",Price/Discounts|Easy returns,Never,Jeans/Denim|Tops/Blouses|Shorts/Skirts,Neutrals|Pastels|Dark tones,College/Campus|Dates/Parties|Festivals|Travel,Minimalist,I buy both equally,Top+Bottom combo|3 basics for ₹999,3.0,Instagram,No,Definitely yes,"₹500–₹1,000",710.0,3.0,No – but tempted,High prices,Very likely,Interested
R1189,ProfessionalWoman,False,35–44,Female,Tier-3 / Rural,Salaried – Govt.,"₹75,000–₹1.5L",Rarely,Myntra|Ajio|Amazon,"₹2,500–₹5,000",Brand trust|Fabric quality,Sometimes,Jeans/Denim|Tops/Blouses|Dresses|Jackets/Blazers|Ethnic-Western Fusion,Pastels|Dark tones|Earth tones,Office/Work|Casual outings|Dates/Parties|Travel,Minimalist,I buy both equally,Curated outfit box|Ethnic+western bundle,3.0,Instagram,Yes,Definitely yes,"₹1,000–₹2,500",1910.0,1.0,Yes – once or twice,Poor size range|Low fabric quality,Very likely,Interested
